queue,timestamp,num
detection:5g,Fri Sep 15 00:59:18 2017,18
detection:5g,Fri Sep 15 00:59:28 2017,18
detection:5g,Fri Sep 15 00:59:39 2017,18
detection:5g,Fri Sep 15 00:59:49 2017,18
detection:5g,Fri Sep 15 00:59:59 2017,18
detection:5g,Fri Sep 15 01:00:10 2017,18
detection:5g,Fri Sep 15 01:00:20 2017,18
detection:5g,Fri Sep 15 01:00:30 2017,18
detection:5g,Fri Sep 15 01:00:40 2017,18
detection:5g,Fri Sep 15 01:00:50 2017,18
detection:5g,Fri Sep 15 01:01:01 2017,18
detection:5g,Fri Sep 15 01:01:11 2017,18
detection:5g,Fri Sep 15 01:01:21 2017,18
detection:5g,Fri Sep 15 01:01:31 2017,18
detection:5g,Fri Sep 15 01:01:42 2017,18
detection:5g,Fri Sep 15 01:01:52 2017,18
detection:5g,Fri Sep 15 01:02:02 2017,18
detection:5g,Fri Sep 15 01:02:12 2017,18
detection:5g,Fri Sep 15 01:02:22 2017,18
detection:5g,Fri Sep 15 01:02:33 2017,18
detection:5g,Fri Sep 15 01:02:43 2017,18
detection:5g,Fri Sep 15 01:02:53 2017,18
detection:5g,Fri Sep 15 01:03:04 2017,18
detection:5g,Fri Sep 15 01:03:14 2017,18
detection:5g,Fri Sep 15 01:03:24 2017,18
detection:5g,Fri Sep 15 01:03:34 2017,18
detection:5g,Fri Sep 15 01:03:45 2017,18
detection:5g,Fri Sep 15 01:03:55 2017,18
detection:5g,Fri Sep 15 01:04:05 2017,18
detection:5g,Fri Sep 15 01:04:15 2017,18
detection:5g,Fri Sep 15 01:04:26 2017,18
detection:5g,Fri Sep 15 01:04:36 2017,18
detection:5g,Fri Sep 15 01:04:46 2017,18
detection:5g,Fri Sep 15 01:04:56 2017,18
detection:5g,Fri Sep 15 01:05:07 2017,18
detection:5g,Fri Sep 15 01:05:17 2017,18
detection:5g,Fri Sep 15 01:05:27 2017,18
detection:5g,Fri Sep 15 01:05:38 2017,18
detection:5g,Fri Sep 15 01:05:48 2017,18
detection:5g,Fri Sep 15 01:05:58 2017,18
detection:5g,Fri Sep 15 01:06:09 2017,18
detection:5g,Fri Sep 15 01:06:19 2017,18
detection:5g,Fri Sep 15 01:06:29 2017,18
detection:5g,Fri Sep 15 01:06:40 2017,18
