queue,timestamp,num
process:5g,Thu Sep 14 23:56:18 2017,2
process:5g,Thu Sep 14 23:56:29 2017,2
process:5g,Thu Sep 14 23:56:39 2017,2
process:5g,Thu Sep 14 23:56:49 2017,2
process:5g,Thu Sep 14 23:56:59 2017,2
process:5g,Thu Sep 14 23:57:09 2017,2
process:5g,Thu Sep 14 23:57:19 2017,2
process:5g,Thu Sep 14 23:57:29 2017,2
process:5g,Thu Sep 14 23:57:39 2017,2
process:5g,Thu Sep 14 23:57:50 2017,2
process:5g,Thu Sep 14 23:58:00 2017,2
process:5g,Thu Sep 14 23:58:10 2017,2
process:5g,Thu Sep 14 23:58:20 2017,2
process:5g,Thu Sep 14 23:58:30 2017,2
process:5g,Thu Sep 14 23:58:41 2017,2
process:5g,Thu Sep 14 23:58:51 2017,2
process:5g,Thu Sep 14 23:59:01 2017,2
process:5g,Thu Sep 14 23:59:11 2017,2
process:5g,Thu Sep 14 23:59:22 2017,2
process:5g,Thu Sep 14 23:59:32 2017,2
process:5g,Thu Sep 14 23:59:42 2017,2
process:5g,Thu Sep 14 23:59:52 2017,2
process:5g,Fri Sep 15 00:00:02 2017,2
process:5g,Fri Sep 15 00:00:12 2017,2
process:5g,Fri Sep 15 00:00:23 2017,2
process:5g,Fri Sep 15 00:00:33 2017,2
process:5g,Fri Sep 15 00:00:43 2017,2
process:5g,Fri Sep 15 00:00:54 2017,2
process:5g,Fri Sep 15 00:01:04 2017,2
process:5g,Fri Sep 15 00:01:14 2017,2
process:5g,Fri Sep 15 00:01:24 2017,2
process:5g,Fri Sep 15 00:01:34 2017,2
process:5g,Fri Sep 15 00:01:44 2017,2
process:5g,Fri Sep 15 00:01:55 2017,2
process:5g,Fri Sep 15 00:02:05 2017,2
process:5g,Fri Sep 15 00:02:15 2017,2
process:5g,Fri Sep 15 00:02:25 2017,2
process:5g,Fri Sep 15 00:02:35 2017,2
process:5g,Fri Sep 15 00:02:45 2017,2
,Fri Sep 15 00:02:55 2017,
,Fri Sep 15 00:03:06 2017,
,Fri Sep 15 00:03:16 2017,
,Fri Sep 15 00:03:26 2017,
,Fri Sep 15 00:03:36 2017,
,Fri Sep 15 00:03:46 2017,
,Fri Sep 15 00:03:56 2017,
,Fri Sep 15 00:04:06 2017,
,Fri Sep 15 00:04:16 2017,
,Fri Sep 15 00:04:26 2017,
,Fri Sep 15 00:04:36 2017,
,Fri Sep 15 00:04:46 2017,
,Fri Sep 15 00:04:56 2017,
,Fri Sep 15 00:05:06 2017,
,Fri Sep 15 00:05:16 2017,
,Fri Sep 15 00:05:27 2017,
,Fri Sep 15 00:05:37 2017,
,Fri Sep 15 00:05:47 2017,
,Fri Sep 15 00:05:57 2017,
,Fri Sep 15 00:06:07 2017,
,Fri Sep 15 00:06:17 2017,
process:5g,Fri Sep 15 00:06:27 2017,2
,Fri Sep 15 00:06:37 2017,
,Fri Sep 15 00:06:47 2017,
,Fri Sep 15 00:06:57 2017,
,Fri Sep 15 00:07:07 2017,
,Fri Sep 15 00:07:17 2017,
,Fri Sep 15 00:07:27 2017,
,Fri Sep 15 00:07:37 2017,
process:5g,Fri Sep 15 00:07:47 2017,2
,Fri Sep 15 00:07:58 2017,
,Fri Sep 15 00:08:08 2017,
,Fri Sep 15 00:08:18 2017,
,Fri Sep 15 00:08:28 2017,
,Fri Sep 15 00:08:38 2017,
process:5g,Fri Sep 15 00:08:48 2017,2
process:5g,Fri Sep 15 00:08:58 2017,2
,Fri Sep 15 00:09:08 2017,
,Fri Sep 15 00:09:18 2017,
,Fri Sep 15 00:09:29 2017,
,Fri Sep 15 00:09:39 2017,
,Fri Sep 15 00:09:49 2017,
,Fri Sep 15 00:09:59 2017,
,Fri Sep 15 00:10:09 2017,
,Fri Sep 15 00:10:19 2017,
,Fri Sep 15 00:10:29 2017,
process:5g,Fri Sep 15 00:10:39 2017,2
,Fri Sep 15 00:10:49 2017,
,Fri Sep 15 00:10:59 2017,
,Fri Sep 15 00:11:09 2017,
,Fri Sep 15 00:11:19 2017,
,Fri Sep 15 00:11:30 2017,
,Fri Sep 15 00:11:40 2017,
process:5g,Fri Sep 15 00:11:50 2017,2
,Fri Sep 15 00:12:00 2017,
,Fri Sep 15 00:12:10 2017,
,Fri Sep 15 00:12:20 2017,
process:5g,Fri Sep 15 00:12:30 2017,2
,Fri Sep 15 00:12:40 2017,
,Fri Sep 15 00:12:50 2017,
,Fri Sep 15 00:13:00 2017,
,Fri Sep 15 00:13:10 2017,
,Fri Sep 15 00:13:21 2017,
,Fri Sep 15 00:13:31 2017,
,Fri Sep 15 00:13:41 2017,
process:5g,Fri Sep 15 00:13:51 2017,2
,Fri Sep 15 00:14:01 2017,
,Fri Sep 15 00:14:11 2017,
,Fri Sep 15 00:14:21 2017,
,Fri Sep 15 00:14:31 2017,
,Fri Sep 15 00:14:41 2017,
,Fri Sep 15 00:14:51 2017,
,Fri Sep 15 00:15:01 2017,
,Fri Sep 15 00:15:11 2017,
,Fri Sep 15 00:15:22 2017,
,Fri Sep 15 00:15:32 2017,
,Fri Sep 15 00:15:42 2017,
,Fri Sep 15 00:15:52 2017,
