rows,direction,part,of,file,start,end,pass,varietal,scanid
19,dir1,1,1,2017-06-30_10-01_22179677_10_12.tar.gz,640.35,673.6,1,cabernet sauvignon,2017-06-30_10-01
19,dir2,1,1,2017-06-30_10-01_22179677_10_13.tar.gz,675.7,696.65,1,cabernet sauvignon,2017-06-30_10-01
21,dir1,1,2,2017-06-30_10-01_22179677_10_13.tar.gz,700.05,734.3,1,cabernet sauvignon,2017-06-30_10-01
21,dir1,2,2,2017-06-30_10-01_22179677_10_14.tar.gz,734.35,751.6,1,cabernet sauvignon,2017-06-30_10-01
21,dir2,1,1,2017-06-30_10-01_22179677_10_14.tar.gz,753.65,773.4,1,cabernet sauvignon,2017-06-30_10-01
23,dir1,1,2,2017-06-30_10-01_22179677_10_14.tar.gz,778.5,794.3,1,cabernet sauvignon,2017-06-30_10-01
23,dir1,2,2,2017-06-30_10-01_22179677_10_15.tar.gz,794.35,806.95,1,cabernet sauvignon,2017-06-30_10-01
23,dir2,1,1,2017-06-30_10-01_22179677_10_15.tar.gz,813.95,834.15,1,cabernet sauvignon,2017-06-30_10-01
25,dir1,1,2,2017-06-30_10-01_22179677_10_15.tar.gz,836.7,854.3,1,cabernet sauvignon,2017-06-30_10-01
25,dir1,2,2,2017-06-30_10-01_22179677_10_16.tar.gz,854.35,865.45,1,cabernet sauvignon,2017-06-30_10-01
25,dir2,1,1,2017-06-30_10-01_22179677_10_16.tar.gz,867.65,888.85,1,cabernet sauvignon,2017-06-30_10-01
